"geo","time","pop","gdp_pc","gini","u5mr"
"mys",1970,10908634,4050.941999,51.4,55.8
"fra",1970,50843830,18185.1274,44.7,18.2
"pol",1970,32816751,8705.298061,29.1,36.3
"mwi",1970,4603739,489.1739148,43.4,342
"png",1970,2434755,1774.201486,49,144.4
"brn",1970,129729,74131.61717,,64.54783333
"ago",1970,6300969,5397.42938,52.5,262.2886164
"bhs",1970,169356,21210.29006,,30.6
"deu_west",1970,60263372,,,
"jor",1970,1654769,4477.740088,39,90.1
"zwe",1970,5206311,2520.614729,47.9,110.4
"cog",1970,1335090,3348.196258,41.1,143.1
"sau",1970,5836394,39979.42808,42.4,182.2723235
"jpn",1970,103707537,14202.96082,34.9,17.5
"mli",1970,5949043,844.37332,41.8,400
"kwt",1970,750184,54023.26971,39.3,70.9
"sen",1970,4217754,2040.977548,40.6,290.5
"scg",1970,8684061,,,
"tuv",1970,7296,1724.257216,,
"cmr",1970,6770967,2168.727878,47.2,212.8
"lbr",1970,1419728,1486.321676,42.7,286.3
"ecu",1970,6072520,5723.15073,38,138
"twn",1970,14599333,5144.408793,,
"ncl",1970,105025,,,
"mac",1970,250997,14944.64959,,
"cxr",1970,1072,,,
"vut",1970,85388,1677.707062,,108.6
"tkl",1970,1618,,,
"vir",1970,64070,,,
"cod",1970,20009902,2093.917561,44.2,248.1
"abw",1970,59065,6381.927915,,
"lux",1970,339673,29362.97292,28.3,22.4
"blz",1970,122179,2509.053194,,97.3
"kaz",1970,13109992,11864.42913,33.4,87.51755082
"rwa",1970,3754546,690.9533925,47.3,218.2
"com",1970,228443,1425.499117,50.3,227.1
"qat",1970,109329,158672.9874,43.7,66.2
"eth",1970,28414999,778.3195998,45.4,241.1
"scg_ex_kos",1970,6902068,,,
"ussr",1970,242539116,,,
"srb",1970,8119861,10196.60464,35.7,53.36598446
"nga",1970,56131844,3482.636999,38.3,284.9
"chanisl",1970,121196,,,
"mar",1970,16039600,2410.794999,48,188.7
"and",1970,24279,33216.32558,,
"aut",1970,7509746,17865.04896,47.5,29
"mrt",1970,1148908,2964.326004,47.6,193.9
"mkd",1970,1720798,6220.820752,35.2,122.213254
"bhr",1970,213102,31232.32195,35,76.8
"btn",1970,291457,1067.009129,47,271.5
"cck",1970,424,,,
"vgb",1970,9802,,,
"gmb",1970,447283,1477.894632,45.5,302.6
"civ",1970,5241914,3797.532376,47,240.6
"spm",1970,5457,,,
"asm",1970,27292,,,
"prk",1970,14410400,1697.380501,46.9,72.98161113
"jey",1970,69012,,,
"prt",1970,8670352,10175.48473,41,68.2
"npl",1970,11986974,1035.777095,51.1,267.6
"rou",1970,20549016,9601.508639,21.4,65.6
"fji",1970,520529,4384.136713,47.6,55.3
"kos",1970,1460132,,,
"ssd",1970,3647097,2232.632545,36.58,329.6
"tza",1970,13605504,1390.859955,33.7,213.8
"ita",1970,53522670,16450.25449,39,33.6
"moz",1970,9262078,703.4764499,50.1,273.8
"bih",1970,3745637,2499.62092,36.4,77.64696931
"che",1970,6169357,36582.09961,41.1,18.4
"mco",1970,23484,26377.53792,,
"hrv",1970,4423073,11777.18601,,39.55298626
"irl",1970,2947339,11550.57471,38.5,22.2
"aze",1970,5178160,7285.306793,35.3,75.11204833
"nfk",1970,1791,,,
"fro",1970,38587,,,
"chn",1970,808510713,847.9988906,27.9,113.3
"swz",1970,445844,3970.669746,51.8,174.8
"bra",1970,95982453,5930.138665,57.8,133.7
"cyp",1970,613619,8343.973905,34.5,35.97
"col",1970,22061214,4325.438679,51.9,97.6
"korea_union",1970,46133084,,,
"gha",1970,8596977,2454.918729,44.2,201.9
"stbar",1970,2410,,,
"cri",1970,1848873,5722.600343,44.7,76.4
"sdn",1970,10232758,2022.2315,36.6,154.6
"yem_south",1970,1518665,,,
"sxm",1970,6862,,,
"yem",1970,6156234,1849.040059,43.5,326
"syr",1970,6378802,2581.862962,41.8,105.2
"egy",1970,34808599,3055.164978,43.4,242.9
"tls",1970,602737,705.717957,42,267.0059041
"syc",1970,52364,6535.69747,,71.9
"slb",1970,160292,1214.552807,46.5,107.2
"ner",1970,4497355,1376.265707,43,327
"lca",1970,104162,3237.687414,,75.5
"tur",1970,34772031,6739.915731,56.3,186.9
"bgd",1970,65048701,1225.511657,29,224.1
"hos",1970,648,,,
"lbn",1970,2297403,11977.56433,55.1,62.7
"pan",1970,1519293,6345.355343,58.9,67.7
"plw",1970,11481,27806.09644,,
"pyf",1970,110496,,,
"bel",1970,9664320,18903.09048,37.7,24
"are",1970,235434,42822.46584,45.1,98.4
"bwa",1970,693021,1567.06402,48.3,127.7
"eri_a_eth",1970,31635451,,,
"ind",1970,553943226,1169.924266,39.8,213.3
"cheslo",1970,14328226,,,
"yug",1970,19853091,,,
"mlt",1970,304414,4631.104175,,27.8
"cym",1970,9144,24381.05259,,
"cub",1970,8715123,8918.345226,36.6,43.1
"omn",1970,723850,19472.08568,40.9,227.6
"msr",1970,11629,,,
"sjm",1970,2263,,,
"usa",1970,209485807,23907.8915,36.1,23.3
"gbm",1970,56712,,,
"swe",1970,8049049,22053.58834,37,13.4
"sle",1970,2514151,1650.122359,60.1,334.6
"mus",1970,826447,3023.190939,39.5,82.9
"guy",1970,695561,3905.240219,45.1,73.9
"lao",1970,2686025,1345.502197,33.7,226.1961839
"gab",1970,590119,4655.830039,64.5,185.0325626
"est",1970,1360236,9721.290813,27.1,27.16
"gin",1970,4215442,965.7203952,48,327.2
"caf",1970,1828710,1357.687131,51.5,222.3
"mhl",1970,20397,2172.269825,,87.5
"bmu",1970,52286,31940.33529,,
"mtq",1970,325017,,,
"pak",1970,58094239,1758.47946,33,188.8
"deu_east",1970,17078326,,,
"lka",1970,12487493,2043.735226,37.5,71
"lva",1970,2365753,7706.125862,29.1,27.14
"gbg",1970,53248,,,
"nld",1970,12964880,19800.07831,35.9,15.8
"dma",1970,71076,2686.442456,,63.9
"nam",1970,780386,5981.469856,49.8,96.6
"akr_a_dhe",1970,12273,,,
"pry",1970,2474102,3487.068407,48.8,78
"ltu",1970,3137373,13538.69045,28.8,25.4
"eri",1970,1805480,1036.985363,47.5,221.3983581
"stmar",1970,20845,,,
"phl",1970,35804731,3131.793915,49.7,84
"alb",1970,2150602,3712.149704,25.9,107.9837003
"gum",1970,83880,,,
"fsm",1970,61433,1738.378252,,92.23315227
"nzl",1970,2819548,19199.97565,30,20.8
"aus",1970,12904760,19719.40746,31.8,21.4
"irn",1970,28514011,10467.21088,29.7,202.2311003
"arm",1970,2518408,3532.569779,49,70.46881609
"gib",1970,24661,,,
"arg",1970,23973062,9951.297078,35.3,72.4
"smr",1970,19136,23203.47948,,
"deu",1970,78366605,21218.40004,27.1,25.7
"nru",1970,6493,57091.11964,,
"sgp",1970,2074071,10335.69834,41,27.4
"vct",1970,90457,3059.074326,,80.4
"bfa",1970,5624597,790.096651,37.9,319.1
"irq",1970,9917982,7554.777453,45.4,115
"per",1970,13341071,6719.007626,55,163.8
"ben",1970,2907769,1204.579226,44.6,265.5
"zmb",1970,4185378,3888.410065,45.3,180
"tgo",1970,2115521,1877.500967,49.8,224.7
"kor",1970,31437141,2142.034465,34,52.8
"ken",1970,11252466,1947.709894,46.7,147.4
"cpv",1970,270197,942.0091739,48.7,164.3
"mdg",1970,6576301,2509.331071,42,151.9
